rfp_group,rfp_name,curryr_rev,prevyr_rev,growth,volume_tier,growth_tier,rebate_rate,rebate,,,total_rev,rebate,net_rev,
200002020,RFP_NAME_C,1775.23,2711.76,-0.345358734,,,0,0,,,,,,
200002063,RFP_NAME_C,9763.2,10755.32,-0.092244582,V1,,0,0,,,,,,
200003083,RFP_NAME_C,715.84,849.9,-0.157736204,,,0,0,,,,,,
200003088,RFP_NAME_C,0,0,,,,0,0,,,,,,
200003107,RFP_NAME_C,606.94,584.31,0.038729442,,,0,0,,,,,,
200003116,RFP_NAME_C,11579.96,11196.45,0.034252821,V1,,0,0,,,,,,
200003151,RFP_NAME_C,1774.19,1521.18,0.166324827,,G2,0,0,,,,,,
200003192,RFP_NAME_C,6225.2,8966.9,-0.305757843,,,0,0,,,,,,
200003196,RFP_NAME_C,393.44,1272.94,-0.690920232,,,0,0,,,,,,
200003230,RFP_NAME_C,0,0,,,,0,0,,,,,,
200003302,RFP_NAME_C,5134.28,5836,-0.12023989,,,0,0,,,,,,
200005031,RFP_NAME_C,9299.27,7105.35,0.308770152,V1,G3,0.05,464.9635,,,,,,
200005047,RFP_NAME_C,7460.18,6305.55,0.183113289,,G2,0,0,,,,,,
200005055,RFP_NAME_C,0,64.48,-1,,,0,0,,,,,,
200005071,RFP_NAME_C,7731.59,8080.62,-0.043193468,,,0,0,,,,,,
200006254,RFP_NAME_C,7831.66,7889.43,-0.007322455,,,0,0,,,,,,
200006256,RFP_NAME_C,108.16,4612.12,-0.976548745,,,0,0,,,,,,
200006259,RFP_NAME_C,2222.26,1332.26,0.66803777,,G3,0,0,,,,,,
200006808,RFP_NAME_C,345.58,897.37,-0.614896865,,,0,0,,,,,,
200007209,RFP_NAME_C,0,0,,,,0,0,,,,,,
200007308,RFP_NAME_C,13463.09,12482.86,0.078526075,V1,,0,0,,,,,,
200007500,RFP_NAME_C,0,0,,,,0,0,,,,,,
200008009,RFP_NAME_C,5761.55,3521.06,0.636311224,,G3,0,0,,,,,,
200008019,RFP_NAME_C,85.85,255.79,-0.664373119,,,0,0,,,,,,
200008033,RFP_NAME_C,3307.7,2773.61,0.192561319,,G2,0,0,,,,,,
200009009,RFP_NAME_C,13071,13307.46,-0.017768981,V1,,0,0,,,,,,
200010063,RFP_NAME_C,112.37,4243.74,-0.973520998,,,0,0,,,,,,
200012002,RFP_NAME_C,0,0,,,,0,0,,,,,,
200032029,RFP_NAME_C,17016.87,15834.73,0.074654888,V2,,0,0,,,,,,
200032046,RFP_NAME_C,1809.82,2805.78,-0.354967246,,,0,0,,,,,,
200032063,RFP_NAME_C,7655.44,5898.42,0.297879771,,G3,0,0,,,,,,
200032100,RFP_NAME_C,6088.59,8961.34,-0.320571477,,,0,0,,,,,,
200046001,RFP_NAME_C,618.4,954.93,-0.352413266,,,0,0,,,,,,
200050016,RFP_NAME_C,10662.39,7740.89,0.377411383,V1,G3,0.05,533.1195,,,,,,
200050033,RFP_NAME_C,2974.99,3775.96,-0.212123539,,,0,0,,,,,,
200050046,RFP_NAME_C,209,573.68,-0.6356854,,,0,0,,,,,,
300000008,RFP_NAME_C,174.95,842.3,-0.792294907,,,0,0,,,,,,
500004315,RFP_NAME_C,2086.32,1337.67,0.559667182,,G3,0,0,,,,,,
500004960,RFP_NAME_C,4855.28,6584.71,-0.262643305,,,0,0,,,,,,
500011270,RFP_NAME_C,0,7224.14,-1,,,0,0,,,,,,
500011360,RFP_NAME_C,0,0,,,,0,0,,,,,,
500014333,RFP_NAME_C,0,0,,,,0,0,,,,,,
500019810,RFP_NAME_C,54.08,54.08,0,,,0,0,,,,,,
500019930,RFP_NAME_C,12163.14,9370.92,0.297966475,V1,G3,0.05,608.157,,,,,,
500019993,RFP_NAME_C,5184.83,9614.43,-0.460724141,,,0,0,,,,,,
500031210,RFP_NAME_C,3212.04,2318.79,0.385222465,,G3,0,0,,,,,,
500033200,RFP_NAME_C,2086.61,1722.19,0.211602669,,G3,0,0,,,,,,
500039110,RFP_NAME_C,8812.49,7180.52,0.227277412,,G3,0,0,,,,,,
500039145,RFP_NAME_C,64.48,0,inf,,,0,0,,,,,,
500039180,RFP_NAME_C,0,0,,,,0,0,,,,,,
500039390,RFP_NAME_C,194.1,10.7,17.14018692,,G3,0,0,,,,,,
650000045,RFP_NAME_C,9537.83,13680.1,-0.302795301,V1,,0,0,,,,,,
650000062,RFP_NAME_C,409.36,636.68,-0.357039643,,,0,0,,,,,,
650000140,RFP_NAME_C,903.8,491.28,0.839684091,,G3,0,0,,,,,,
800000002,RFP_NAME_C,3488.9,4718.32,-0.260563082,,,0,0,,,,,,
800000004,RFP_NAME_C,54059.24,48953.52,0.104297301,V4,G1,0.05,2702.962,,,,,,
800000016,RFP_NAME_C,0,0,,,,0,0,,,,,,
800000021,RFP_NAME_C,237.52,312.72,-0.240470709,,,0,0,,,,,,
800000026,RFP_NAME_C,9204.96,12144.32,-0.242035783,V1,,0,0,,,,,,
800000029,RFP_NAME_C,0,865.28,-1,,,0,0,,,,,,
800000030,RFP_NAME_C,436.84,400.3,0.091281539,,G1,0,0,,,,,,
800000032,RFP_NAME_C,298.62,434.04,-0.311998894,,,0,0,,,,,,
800000033,RFP_NAME_C,8276.8,8124.81,0.018706899,,,0,0,,,,,,
800000034,RFP_NAME_C,208.33,0,inf,,,0,0,,,,,,
800000036,RFP_NAME_C,2565.84,3565.09,-0.280287454,,,0,0,,,,,,
800000043,RFP_NAME_C,350.55,820.1,-0.572552128,,,0,0,,,,,,
800000046,RFP_NAME_C,0,0,,,,0,0,,,,,,
800000051,RFP_NAME_C,2770.78,4000.74,-0.307433125,,,0,0,,,,,,
800000055,RFP_NAME_C,9471.28,9613.7,-0.014814275,V1,,0,0,,,,,,
800000058,RFP_NAME_C,18122.5,19280.26,-0.060048983,V2,,0,0,,,,,,
800000059,RFP_NAME_C,7582.23,7673.37,-0.011877441,,,0,0,,,,,,
800000061,RFP_NAME_C,0,241.78,-1,,,0,0,,,,,,
800000072,RFP_NAME_C,1314.32,1518.27,-0.134330521,,,0,0,,,,,,
800000073,RFP_NAME_C,89.26,617.12,-0.855360384,,,0,0,,,,,,
800000076,RFP_NAME_C,3758.33,3162.04,0.188577627,,G2,0,0,,,,,,
800000079,RFP_NAME_C,0,0,,,,0,0,,,,,,
800000080,RFP_NAME_C,1747.3,397.62,3.39439666,,G3,0,0,,,,,,
800000086,RFP_NAME_C,0,125.77,-1,,,0,0,,,,,,
800000087,RFP_NAME_C,4646.64,7718.06,-0.397952335,,,0,0,,,,,,
800000088,RFP_NAME_C,16214,19264.23,-0.158336461,V2,,0,0,,,,,,
800000093,RFP_NAME_C,7454.51,10391.76,-0.282651832,,,0,0,,,,,,
800000094,RFP_NAME_C,5294.19,6727.51,-0.213053567,,,0,0,,,,,,
800000100,RFP_NAME_C,5247.93,1691.88,2.101833463,,G3,0,0,,,,,,
800000101,RFP_NAME_C,9896.07,10515.51,-0.058907271,V1,,0,0,,,,,,
800000106,RFP_NAME_C,11378.58,5723.7,0.987976309,V1,G3,0.05,568.929,,,,,,
800000107,RFP_NAME_C,4070.29,2790.09,0.458838245,,G3,0,0,,,,,,
800000112,RFP_NAME_C,9493.91,7395.58,0.283727578,V1,G3,0.05,474.6955,,,,,,
800000113,RFP_NAME_C,3539.2,3552.31,-0.003690556,,,0,0,,,,,,
800000114,RFP_NAME_C,0,0,,,,0,0,,,,,,
800000115,RFP_NAME_C,2064.2,1735.71,0.189253965,,G2,0,0,,,,,,
800000117,RFP_NAME_C,4962.36,6082.76,-0.184192702,,,0,0,,,,,,
800000122,RFP_NAME_C,7942.19,9068.02,-0.124153895,,,0,0,,,,,,
800000141,RFP_NAME_C,0,0,,,,0,0,,,,,,
800000143,RFP_NAME_C,9593.33,11471.17,-0.163700826,V1,,0,0,,,,,,
800000396,RFP_NAME_C,0,0,,,,0,0,,,,,,
800001055,RFP_NAME_C,0,9898.5,-1,,,0,0,,,,,,
800001128,RFP_NAME_C,1868.24,2857.18,-0.3461245,,,0,0,,,,,,
800001156,RFP_NAME_C,542.94,6299.98,-0.913818774,,,0,0,,,,,,
800001507,RFP_NAME_C,10370.65,13123.86,-0.209786602,V1,,0,0,,,,,,
800002363,RFP_NAME_C,0,0,,,,0,0,,,,,,
800002810,RFP_NAME_C,-246.48,-216.41,0.138949217,,G1,0,0,,,,,,
800003340,RFP_NAME_C,2191.73,3230.88,-0.321630639,,,0,0,,,,,,
800003725,RFP_NAME_C,3805.81,2646.29,0.438168152,,G3,0,0,,,,,,
800005264,RFP_NAME_C,873.22,880.9,-0.008718356,,,0,0,,,,,,
800008722,RFP_NAME_C,1240.17,5944.46,-0.791373817,,,0,0,,,,,,
800009480,RFP_NAME_C,7777.3,4667.4,0.666302438,,G3,0,0,,,,,,
800009505,RFP_NAME_C,237.32,463.94,-0.488468336,,,0,0,,,,,,
800009546,RFP_NAME_C,2319.27,2009.41,0.154204468,,G2,0,0,,,,,,
800009590,RFP_NAME_C,0,0,,,,0,0,,,,,,
800009612,RFP_NAME_C,10916.61,13184.39,-0.172004924,V1,,0,0,,,,,,
800009697,RFP_NAME_C,0,0,,,,0,0,,,,,,
800009786,RFP_NAME_C,0,0,,,,0,0,,,,,,
800010278,RFP_NAME_C,4726.95,5140.09,-0.080376025,,,0,0,,,,,,
800036299,RFP_NAME_C,0,0,,,,0,0,,,,,,
800036568,RFP_NAME_C,179.96,354.64,-0.492555831,,,0,0,,,,,,
803000201,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000205,RFP_NAME_C,9430.49,11939.62,-0.210151579,V1,,0,0,,,,,,
803000206,RFP_NAME_C,3300.29,4538.48,-0.272820416,,,0,0,,,,,,
803000209,RFP_NAME_C,5605.36,6435.34,-0.128972207,,,0,0,,,,,,
803000212,RFP_NAME_C,13769.43,15179.95,-0.092919937,V1,,0,0,,,,,,
803000213,RFP_NAME_C,24805.56,29677.07,-0.164150639,V3,,0,0,,,,,,
803000217,RFP_NAME_C,14584.48,15251.57,-0.043739104,V1,,0,0,,,,,,
803000218,RFP_NAME_C,24032.62,28366.88,-0.152792975,V3,,0,0,,,,,,
803000220,RFP_NAME_C,2468.25,1275.66,0.934880768,,G3,0,0,,,,,,
803000225,RFP_NAME_C,5091.6,9755,-0.478052281,,,0,0,,,,,,
803000231,RFP_NAME_C,23440.42,33019.56,-0.290105017,V3,,0,0,,,,,,
803000232,RFP_NAME_C,0,11047.44,-1,,,0,0,,,,,,
803000233,RFP_NAME_C,14281.09,19052.96,-0.250452948,V1,,0,0,,,,,,
803000236,RFP_NAME_C,1332.6,1034.71,0.287897092,,G3,0,0,,,,,,
803000239,RFP_NAME_C,10879.23,14361.71,-0.24248366,V1,,0,0,,,,,,
803000240,RFP_NAME_C,3444.19,2320.39,0.484315137,,G3,0,0,,,,,,
803000241,RFP_NAME_C,4428.81,5577.9,-0.206007637,,,0,0,,,,,,
803000245,RFP_NAME_C,4132.02,2856.06,0.44675532,,G3,0,0,,,,,,
803000249,RFP_NAME_C,7936.88,15349.3,-0.482915833,,,0,0,,,,,,
803000267,RFP_NAME_C,747.21,559.22,0.336164658,,G3,0,0,,,,,,
803000268,RFP_NAME_C,1898.15,1658.76,0.144318648,,G1,0,0,,,,,,
803000273,RFP_NAME_C,8580.11,9343.76,-0.081728341,,,0,0,,,,,,
803000274,RFP_NAME_C,5830.35,8337.78,-0.30073113,,,0,0,,,,,,
803000280,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000281,RFP_NAME_C,949.97,3533.78,-0.73117455,,,0,0,,,,,,
803000284,RFP_NAME_C,840.12,0,inf,,,0,0,,,,,,
803000285,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000287,RFP_NAME_C,52909.69,64492.71,-0.179602005,V4,,0,0,,,,,,
803000288,RFP_NAME_C,11927.24,16736.9,-0.287368629,V1,,0,0,,,,,,
803000289,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000294,RFP_NAME_C,14433.71,11569.12,0.24760656,V1,G3,0.05,721.6855,,,,,,
803000296,RFP_NAME_C,3572.82,2893.13,0.234932409,,G3,0,0,,,,,,
803000299,RFP_NAME_C,5007.52,2313.2,1.164758776,,G3,0,0,,,,,,
803000300,RFP_NAME_C,1561.95,1720.58,-0.092195655,,,0,0,,,,,,
803000307,RFP_NAME_C,5308.11,7412.84,-0.283930316,,,0,0,,,,,,
803000310,RFP_NAME_C,7586.28,17323.92,-0.562092182,,,0,0,,,,,,
803000311,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000316,RFP_NAME_C,633.51,1035.48,-0.388196778,,,0,0,,,,,,
803000317,RFP_NAME_C,0,0,,,,0,0,,,,,,
803000320,RFP_NAME_C,3748.32,4244.01,-0.116797557,,,0,0,,,,,,
804000766,RFP_NAME_C,0,0,,,,0,0,,,,,,
804000941,RFP_NAME_C,11412.33,10017.88,0.139196117,V1,G1,0.01,114.1233,,,,,,
804001132,RFP_NAME_C,2085.2,4215.83,-0.505388026,,,0,0,,,,,,
804001134,RFP_NAME_C,251.54,559.82,-0.550677003,,,0,0,,,,,,
804001140,RFP_NAME_C,4868.92,2964.46,0.642430662,,G3,0,0,,,,,,
804001141,RFP_NAME_C,1287.42,1057.48,0.217441465,,G3,0,0,,,,,,
804001159,RFP_NAME_C,2350.69,3006.87,-0.218226927,,,0,0,,,,,,
804001162,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001171,RFP_NAME_C,8883.43,7540.05,0.178165927,,G2,0,0,,,,,,
804001173,RFP_NAME_C,400.17,0,inf,,,0,0,,,,,,
804001174,RFP_NAME_C,1315.88,1031.83,0.275287596,,G3,0,0,,,,,,
804001331,RFP_NAME_C,7442.39,8182.59,-0.090460355,,,0,0,,,,,,
804001332,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001336,RFP_NAME_C,16023.04,17520.05,-0.085445532,V2,,0,0,,,,,,
804001350,RFP_NAME_C,8499.82,12137.74,-0.299719717,,,0,0,,,,,,
804001359,RFP_NAME_C,519.68,315.55,0.646902234,,G3,0,0,,,,,,
804001360,RFP_NAME_C,1878.28,2163.9,-0.13199316,,,0,0,,,,,,
804001362,RFP_NAME_C,1235.75,633.1,0.951903333,,G3,0,0,,,,,,
804001368,RFP_NAME_C,5478.76,7322.45,-0.251785946,,,0,0,,,,,,
804001376,RFP_NAME_C,635.79,475.11,0.338195365,,G3,0,0,,,,,,
804001379,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001382,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001396,RFP_NAME_C,754.29,790.1,-0.045323377,,,0,0,,,,,,
804001400,RFP_NAME_C,64.48,0,inf,,,0,0,,,,,,
804001405,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001406,RFP_NAME_C,5448.26,4710.52,0.156615406,,G2,0,0,,,,,,
804001410,RFP_NAME_C,612.72,711.08,-0.138324802,,,0,0,,,,,,
804001415,RFP_NAME_C,6621.89,8138.58,-0.186358062,,,0,0,,,,,,
804001436,RFP_NAME_C,3230.03,1869.04,0.728175962,,G3,0,0,,,,,,
804001441,RFP_NAME_C,2130.21,3691.16,-0.42288874,,,0,0,,,,,,
804001454,RFP_NAME_C,598.45,484.94,0.234070194,,G3,0,0,,,,,,
804001457,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001460,RFP_NAME_C,7384.62,7321.13,0.008672159,,,0,0,,,,,,
804001467,RFP_NAME_C,265124.21,306081.5,-0.133811714,V4,,0,0,,,,,,
804001471,RFP_NAME_C,754.16,782.98,-0.036808092,,,0,0,,,,,,
804001506,RFP_NAME_C,5312.08,5009.29,0.060445692,,,0,0,,,,,,
804001507,RFP_NAME_C,1727.34,1893.77,-0.0878829,,,0,0,,,,,,
804001508,RFP_NAME_C,0,433.47,-1,,,0,0,,,,,,
804001512,RFP_NAME_C,967.76,3086.6,-0.68646407,,,0,0,,,,,,
804001557,RFP_NAME_C,5679.74,6392.83,-0.111545278,,,0,0,,,,,,
804001802,RFP_NAME_C,695.57,257.92,1.696843983,,G3,0,0,,,,,,
804001809,RFP_NAME_C,8228.29,6906.08,0.191455934,,G2,0,0,,,,,,
804001866,RFP_NAME_C,1139.85,1295.95,-0.120452178,,,0,0,,,,,,
804001948,RFP_NAME_C,0,0,,,,0,0,,,,,,
804001976,RFP_NAME_C,483.56,276.68,0.747723001,,G3,0,0,,,,,,
804002007,RFP_NAME_C,3816.77,1528.4,1.4972324,,G3,0,0,,,,,,
804002129,RFP_NAME_C,6400.14,6322.71,0.012246331,,,0,0,,,,,,
804002132,RFP_NAME_C,662.61,1101.99,-0.398715052,,,0,0,,,,,,
804002230,RFP_NAME_C,282.38,282.38,0,,,0,0,,,,,,
804002289,RFP_NAME_C,14683.51,16082.01,-0.086960523,V1,,0,0,,,,,,
804002297,RFP_NAME_C,9600.44,12460.6,-0.229536298,V1,,0,0,,,,,,
804002374,RFP_NAME_C,3476.1,6155.17,-0.435255241,,,0,0,,,,,,
804002402,RFP_NAME_C,22131,23740.79,-0.067806926,V2,,0,0,,,,,,
804002410,RFP_NAME_C,0,173.71,-1,,,0,0,,,,,,
804002437,RFP_NAME_C,373.75,2329.44,-0.839553712,,,0,0,,,,,,
804002448,RFP_NAME_C,0,0,,,,0,0,,,,,,
804002451,RFP_NAME_C,2066.5,1904.23,0.085215546,,G1,0,0,,,,,,
804002482,RFP_NAME_C,406.87,787.22,-0.483155916,,,0,0,,,,,,
804002501,RFP_NAME_C,6951.95,13080.88,-0.468541107,,,0,0,,,,,,
804002530,RFP_NAME_C,0,0,,,,0,0,,,,,,
804002571,RFP_NAME_C,153.18,0,inf,,,0,0,,,,,,
804002602,RFP_NAME_C,2923.39,2585.5,0.130686521,,G1,0,0,,,,,,
804002606,RFP_NAME_C,2130.46,1668.59,0.27680257,,G3,0,0,,,,,,
804002618,RFP_NAME_C,480.46,3036.45,-0.841769171,,,0,0,,,,,,
804002642,RFP_NAME_C,0,64.48,-1,,,0,0,,,,,,
804002663,RFP_NAME_C,5701.93,9602.37,-0.406195554,,,0,0,,,,,,
804002688,RFP_NAME_C,0,396.91,-1,,,0,0,,,,,,
1007,RFP_NAME_D,26323.74,30953.7,-0.149576949,V3,,0,0,,,,,,
1009,RFP_NAME_D,33633.68,38328.76,-0.122494962,V3,,0,0,,,,,,
1041,RFP_NAME_D,4297.34,4925.11,-0.127463143,,,0,0,,,,,,
1054,RFP_NAME_D,0,0,,,,0,0,,,,,,
1058,RFP_NAME_D,9257.22,8135.6,0.137865677,V1,G1,0.01,92.5722,,,,,,
1098,RFP_NAME_D,1416.09,1485.29,-0.046590228,,,0,0,,,,,,
1103,RFP_NAME_D,8141.61,10687.95,-0.238244004,,,0,0,,,,,,
1106,RFP_NAME_D,52550.67,49737.12,0.056568414,V4,,0,0,,,,,,
1108,RFP_NAME_D,5924.92,7897.72,-0.249793611,,,0,0,,,,,,
1114,RFP_NAME_D,0,0,,,,0,0,,,,,,
1222,RFP_NAME_D,5947.43,7169.52,-0.170456321,,,0,0,,,,,,
1235,RFP_NAME_D,23831.41,20045.82,0.188846852,V3,G2,0.05,1191.5705,,,,,,
1260,RFP_NAME_D,5059.79,7827.16,-0.353559912,,,0,0,,,,,,
1314,RFP_NAME_D,24464.66,20390.59,0.199801477,V3,G2,0.05,1223.233,,,,,,
1341,RFP_NAME_D,0,179.24,-1,,,0,0,,,,,,
1366,RFP_NAME_D,3967.48,2749.6,0.442929881,,G3,0,0,,,,,,
1386,RFP_NAME_D,1622.51,1796.76,-0.09698012,,,0,0,,,,,,
1408,RFP_NAME_D,2031.54,2778.32,-0.268788333,,,0,0,,,,,,
1417,RFP_NAME_D,28966.96,33059.42,-0.12379104,V3,,0,0,,,,,,
1445,RFP_NAME_D,20191.12,23029.97,-0.123267638,V2,,0,0,,,,,,
1463,RFP_NAME_D,0,6522.64,-1,,,0,0,,,,,,
1517,RFP_NAME_D,4360.54,2358.2,0.849096769,,G3,0,0,,,,,,
1583,RFP_NAME_D,5380.7,5926.17,-0.092044271,,,0,0,,,,,,
1592,RFP_NAME_D,28282.18,24869.37,0.137229451,V3,G1,0.03,848.4654,,,,,,
1602,RFP_NAME_D,17235.48,19986.6,-0.137648224,V2,,0,0,,,,,,
1629,RFP_NAME_D,533.35,1991.75,-0.732220409,,,0,0,,,,,,
1657,RFP_NAME_D,2345.27,2465.99,-0.04895397,,,0,0,,,,,,
1662,RFP_NAME_D,1744.4,1074.79,0.623014728,,G3,0,0,,,,,,
1665,RFP_NAME_D,802.24,839.53,-0.04441771,,,0,0,,,,,,
1736,RFP_NAME_D,11443.65,12101.94,-0.054395411,V1,,0,0,,,,,,
1824,RFP_NAME_D,7032.4,7938.02,-0.114086384,,,0,0,,,,,,
1851,RFP_NAME_D,1706.94,2768.05,-0.383342064,,,0,0,,,,,,
1998,RFP_NAME_D,14929.49,13750.22,0.085763719,V1,G1,0.01,149.2949,,,,,,
2018,RFP_NAME_D,5784.86,6967.21,-0.169702076,,,0,0,,,,,,
2031,RFP_NAME_D,10115.23,9175.76,0.102386069,V1,G1,0.01,101.1523,,,,,,
2133,RFP_NAME_D,2376.99,2370.41,0.002775891,,,0,0,,,,,,
2184,RFP_NAME_D,4313.46,4848,-0.110259901,,,0,0,,,,,,
2217,RFP_NAME_D,7369.26,6784.14,0.08624822,,G1,0,0,,,,,,
2226,RFP_NAME_D,621.74,426.17,0.458901377,,G3,0,0,,,,,,
2227,RFP_NAME_D,14773.24,15811.5,-0.065664864,V1,,0,0,,,,,,
2239,RFP_NAME_D,13545.38,12121.45,0.11747192,V1,G1,0.01,135.4538,,,,,,
2255,RFP_NAME_D,5679,6989.69,-0.187517615,,,0,0,,,,,,
2259,RFP_NAME_D,9059.62,8158.38,0.11046801,V1,G1,0.01,90.5962,,,,,,
2275,RFP_NAME_D,1496.6,1521.86,-0.01659811,,,0,0,,,,,,
2310,RFP_NAME_D,902.22,2837.05,-0.681986571,,,0,0,,,,,,
2320,RFP_NAME_D,4404.06,3675.94,0.198077227,,G2,0,0,,,,,,
2370,RFP_NAME_D,11225.68,14677.85,-0.23519589,V1,,0,0,,,,,,
2475,RFP_NAME_D,2690.04,2229.83,0.206387931,,G3,0,0,,,,,,
2487,RFP_NAME_D,1555.83,1218.82,0.276505144,,G3,0,0,,,,,,
2493,RFP_NAME_D,14780,17205,-0.140947399,V1,,0,0,,,,,,
2598,RFP_NAME_D,1135.42,597.24,0.901111781,,G3,0,0,,,,,,
2602,RFP_NAME_D,7315.7,8670.81,-0.15628413,,,0,0,,,,,,
2607,RFP_NAME_D,5694.51,5198.47,0.095420383,,G1,0,0,,,,,,
2632,RFP_NAME_D,12067.51,13123.54,-0.08046838,V1,,0,0,,,,,,
2655,RFP_NAME_D,2374.51,1663.99,0.426997758,,G3,0,0,,,,,,
2773,RFP_NAME_D,610.29,1271.93,-0.520185859,,,0,0,,,,,,
2783,RFP_NAME_D,0,0,,,,0,0,,,,,,
2794,RFP_NAME_D,2732.49,3532.09,-0.226381547,,,0,0,,,,,,
2814,RFP_NAME_D,25200.86,24573.59,0.025526185,V3,,0,0,,,,,,
2827,RFP_NAME_D,1354.05,1401.65,-0.033959976,,,0,0,,,,,,
2830,RFP_NAME_D,11361.99,14255.03,-0.202948714,V1,,0,0,,,,,,
2894,RFP_NAME_D,6531.37,6098.95,0.070900729,,,0,0,,,,,,
2957,RFP_NAME_D,64.48,3841.15,-0.983213361,,,0,0,,,,,,
2985,RFP_NAME_D,2947.32,3063.28,-0.037854848,,,0,0,,,,,,
3105,RFP_NAME_D,10707.97,11833.64,-0.095124577,V1,,0,0,,,,,,
3367,RFP_NAME_D,1250.56,1307.54,-0.043578017,,,0,0,,,,,,
3404,RFP_NAME_D,14944,16267.84,-0.081377737,V1,,0,0,,,,,,
3461,RFP_NAME_D,257.92,0,inf,,,0,0,,,,,,
3462,RFP_NAME_D,0,0,,,,0,0,,,,,,
3465,RFP_NAME_D,20269.47,17554.91,0.154632522,V2,G2,0.05,1013.4735,,,,,,
3532,RFP_NAME_D,2391.67,2410.89,-0.00797216,,,0,0,,,,,,
3545,RFP_NAME_D,0,0,,,,0,0,,,,,,
3560,RFP_NAME_D,0,0,,,,0,0,,,,,,
3593,RFP_NAME_D,17328.31,14055.21,0.2328745,V2,G3,0.07,1212.9817,,,,,,
3600,RFP_NAME_D,5330.04,6390.62,-0.165958858,,,0,0,,,,,,
3606,RFP_NAME_D,1477.36,1495.33,-0.012017414,,,0,0,,,,,,
3619,RFP_NAME_D,4774.49,0,inf,,,0,0,,,,,,
3650,RFP_NAME_D,7139.61,10241.15,-0.302850754,,,0,0,,,,,,
3656,RFP_NAME_D,330.68,622.6,-0.46887247,,,0,0,,,,,,
3660,RFP_NAME_D,3897.26,2583.64,0.508437708,,G3,0,0,,,,,,
3665,RFP_NAME_D,0,638.62,-1,,,0,0,,,,,,
3671,RFP_NAME_D,18418.05,16346.17,0.126750181,V2,G1,0.04,736.722,,,,,,
3693,RFP_NAME_D,19156.57,21197.71,-0.09629059,V2,,0,0,,,,,,
3700,RFP_NAME_D,8200.45,8212.75,-0.001497671,,,0,0,,,,,,
3721,RFP_NAME_D,514.33,1239.13,-0.584926521,,,0,0,,,,,,
3736,RFP_NAME_D,759.38,1714.68,-0.557130193,,,0,0,,,,,,
3743,RFP_NAME_D,15144.42,15177.74,-0.00219532,V2,,0,0,,,,,,
3746,RFP_NAME_D,325.53,512.58,-0.364918647,,,0,0,,,,,,
3755,RFP_NAME_D,1791.72,1007.92,0.777641083,,G3,0,0,,,,,,
3767,RFP_NAME_D,98.36,0,inf,,,0,0,,,,,,
3788,RFP_NAME_D,801.84,754.68,0.062490062,,,0,0,,,,,,
3811,RFP_NAME_D,1234.05,3147.64,-0.607944365,,,0,0,,,,,,
3856,RFP_NAME_D,237.32,177.99,0.333333333,,G3,0,0,,,,,,
3871,RFP_NAME_D,11682.61,12601.99,-0.072955144,V1,,0,0,,,,,,
3898,RFP_NAME_D,19804.05,24597.16,-0.194864366,V2,,0,0,,,,,,
3905,RFP_NAME_D,13180.04,9786.64,0.346738002,V1,G3,0.05,659.002,,,,,,
3916,RFP_NAME_D,13216.53,15822.34,-0.164691822,V1,,0,0,,,,,,
3918,RFP_NAME_D,9675.04,10488.8,-0.077583708,V1,,0,0,,,,,,
3978,RFP_NAME_D,10276.29,7228.37,0.421660762,V1,G3,0.05,513.8145,,,,,,
3992,RFP_NAME_D,1374.8,4078.94,-0.662951649,,,0,0,,,,,,
3999,RFP_NAME_D,9358.26,14162.38,-0.339216996,V1,,0,0,,,,,,
4007,RFP_NAME_D,7941.6,9427.42,-0.157606217,,,0,0,,,,,,
4015,RFP_NAME_D,10467.55,8228.49,0.272110679,V1,G3,0.05,523.3775,,,,,,
4033,RFP_NAME_D,1491.9,2527.91,-0.409828673,,,0,0,,,,,,
4078,RFP_NAME_D,6981.84,7637.26,-0.085818736,,,0,0,,,,,,
4099,RFP_NAME_D,3276.46,3146.89,0.041173984,,,0,0,,,,,,
4104,RFP_NAME_D,878.93,620.27,0.417011946,,G3,0,0,,,,,,
4105,RFP_NAME_D,5076.74,5991.15,-0.152626791,,,0,0,,,,,,
4106,RFP_NAME_D,4308.54,3017.73,0.427742045,,G3,0,0,,,,,,
4126,RFP_NAME_D,32549.66,39801.6,-0.182202223,V3,,0,0,,,,,,
4129,RFP_NAME_D,939.63,1152.38,-0.184617921,,,0,0,,,,,,
4157,RFP_NAME_D,1652.11,1321.17,0.250490096,,G3,0,0,,,,,,
4159,RFP_NAME_D,973.08,949.57,0.024758575,,,0,0,,,,,,
4161,RFP_NAME_D,4008.44,4380.16,-0.08486448,,,0,0,,,,,,
4167,RFP_NAME_D,4235.15,5248.56,-0.193083436,,,0,0,,,,,,
